PassengerId,HomePlanet,CryoSleep,Deck,Cabin_Number,Side,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Age_Group,total_expenditure,any_expenditure,family,family_size,travel_group,travel_group_size
2821_01,Earth,TRUE,G,458,P,55 Cancri e,57,FALSE,0,0,0,0,0,Brance Shephendery,TRUE,51+,0,FALSE,Shephendery,2,2821,1
2822_01,Earth,TRUE,G,450,S,55 Cancri e,3,FALSE,0,0,0,0,0,Patsya Harverez,TRUE,0-12,0,FALSE,Harverez,7,2822,5
2822_02,Earth,FALSE,G,450,S,TRAPPIST-1e,5,FALSE,0,0,0,0,0,Salley Harverez,FALSE,0-12,0,FALSE,Harverez,7,2822,5
2822_03,Earth,TRUE,G,450,S,55 Cancri e,3,FALSE,0,0,0,0,0,Rayne Harverez,TRUE,0-12,0,FALSE,Harverez,7,2822,5
2822_04,Earth,TRUE,G,450,S,TRAPPIST-1e,18,FALSE,0,0,0,0,0,Annaha Harverez,TRUE,18-25,0,FALSE,Harverez,7,2822,5
2822_05,Earth,TRUE,G,450,S,TRAPPIST-1e,8,FALSE,0,0,0,0,0,Melvia Harverez,FALSE,0-12,0,FALSE,Harverez,7,2822,5
2823_01,Mars,TRUE,F,587,P,TRAPPIST-1e,21,FALSE,0,0,0,0,0,Smark Parté,TRUE,18-25,0,FALSE,Parté,3,2823,1
2824_01,Europa,TRUE,C,104,S,55 Cancri e,35,FALSE,0,0,0,0,0,Shain Rinicapead,TRUE,31-50,0,FALSE,Rinicapead,3,2824,1
2825_01,Mars,FALSE,F,539,S,TRAPPIST-1e,47,FALSE,0,0,0,0,0,Popow Sake,TRUE,31-50,0,FALSE,Sake,2,2825,1
2826_01,Europa,FALSE,C,96,P,55 Cancri e,28,FALSE,1581,213,0,18,3051,Teron Pabler,FALSE,26-30,4863,TRUE,Pabler,2,2826,2
2826_02,Europa,FALSE,C,96,P,TRAPPIST-1e,49,FALSE,20,6807,174,3538,2473,Terops Pabler,FALSE,31-50,13012,TRUE,Pabler,2,2826,2
2831_01,Europa,FALSE,D,86,P,TRAPPIST-1e,23,FALSE,0,824,0,495,1479,Weznif Fandomatty,TRUE,18-25,2798,TRUE,Fandomatty,1,2831,2
2831_02,Europa,FALSE,D,86,P,TRAPPIST-1e,19,FALSE,0,1,0,2085,55,Naviton Impress,FALSE,18-25,2141,TRUE,Impress,3,2831,2
2832_01,Earth,FALSE,E,173,P,TRAPPIST-1e,34,FALSE,0,250,23,0,514,Alraium Disivering,FALSE,31-50,787,TRUE,Disivering,207,2832,1
2834_01,Europa,FALSE,C,105,S,TRAPPIST-1e,40,TRUE,0,11,0,2205,1295,Bosonan Coniple,TRUE,31-50,3511,TRUE,Coniple,3,2834,1
2835_01,Europa,FALSE,A,24,P,55 Cancri e,26,TRUE,0,186,0,548,5058,Sadirk Unaring,FALSE,26-30,5792,TRUE,Unaring,2,2835,1
2837_01,Earth,FALSE,F,588,P,PSO J318.5-22,23,FALSE,0,0,0,3,1919,Sergia Mcgoway,FALSE,18-25,1922,TRUE,Mcgoway,6,2837,1
2838_01,Mars,FALSE,E,174,P,TRAPPIST-1e,22,FALSE,0,0,0,0,0,Whee Cure,FALSE,18-25,0,FALSE,Cure,4,2838,1
2839_01,Europa,FALSE,C,107,S,TRAPPIST-1e,51,FALSE,1,3935,0,146,0,Achib Heedry,TRUE,51+,4082,TRUE,Heedry,2,2839,1
2840_01,Earth,FALSE,F,540,S,55 Cancri e,44,FALSE,672,0,0,0,20,Jacky Hortis,FALSE,31-50,692,TRUE,Hortis,6,2840,1
2843_01,Mars,FALSE,E,175,P,TRAPPIST-1e,50,FALSE,357,0,657,0,0,Apsps Terte,FALSE,31-50,1014,TRUE,Terte,3,2843,1
2846_01,Earth,TRUE,G,452,S,TRAPPIST-1e,28,FALSE,0,0,0,0,0,Margio Lardsonald,TRUE,26-30,0,FALSE,Lardsonald,4,2846,1
2847_01,Earth,TRUE,G,464,P,TRAPPIST-1e,13,FALSE,0,0,0,0,0,Thery Cardsay,TRUE,13-17,0,FALSE,Cardsay,4,2847,1
2852_01,Earth,FALSE,G,465,P,TRAPPIST-1e,21,FALSE,33,126,0,461,0,Guadae Jeffey,FALSE,18-25,620,TRUE,Jeffey,5,2852,1
2853_01,Earth,FALSE,F,544,S,TRAPPIST-1e,20,FALSE,56,757,111,0,0,Lonnez Browlerson,TRUE,18-25,924,TRUE,Browlerson,14,2853,1
2854_01,Earth,FALSE,F,591,P,55 Cancri e,14,FALSE,0,0,14,692,809,Phia Buckentry,FALSE,13-17,1515,TRUE,Buckentry,11,2854,1
2856_01,Europa,FALSE,C,108,S,55 Cancri e,38,FALSE,0,896,0,0,4168,Duhra Fulous,FALSE,31-50,5064,TRUE,Fulous,1,2856,1
2857_01,Earth,FALSE,F,545,S,PSO J318.5-22,29,FALSE,631,0,0,40,0,Hanry Larlowelley,FALSE,26-30,671,TRUE,Larlowelley,2,2857,1
2858_01,Europa,TRUE,C,109,S,TRAPPIST-1e,36,FALSE,0,0,0,0,0,Iononus Fictful,TRUE,31-50,0,FALSE,Fictful,4,2858,3
2858_02,Europa,TRUE,C,109,S,TRAPPIST-1e,16,FALSE,0,0,0,0,0,Mesatik Fictful,TRUE,13-17,0,FALSE,Fictful,4,2858,3
2858_03,Europa,TRUE,C,109,S,TRAPPIST-1e,40,FALSE,0,0,0,0,0,Dilath Fictful,TRUE,31-50,0,FALSE,Fictful,4,2858,3
2859_01,Europa,TRUE,C,98,P,55 Cancri e,27,FALSE,0,0,0,0,0,Navior Excialing,TRUE,26-30,0,FALSE,Excialing,7,2859,1
2860_01,Earth,FALSE,F,546,S,PSO J318.5-22,18,FALSE,154,22,77,1053,0,Ianna Antoshipson,TRUE,18-25,1306,TRUE,Antoshipson,4,2860,1
2861_01,Earth,FALSE,F,547,S,TRAPPIST-1e,17,FALSE,5,756,0,0,0,Evaley Marson,TRUE,13-17,761,TRUE,Marson,2,2861,1
2862_01,Mars,TRUE,E,193,S,TRAPPIST-1e,32,FALSE,0,0,0,0,0,Cowlat Gooki,TRUE,31-50,0,FALSE,Gooki,1,2862,1
2863_01,Earth,FALSE,G,466,P,TRAPPIST-1e,27,FALSE,0,2,49,0,801,Therek Thony,FALSE,26-30,852,TRUE,Thony,7,2863,1
2865_01,Mars,FALSE,D,88,P,TRAPPIST-1e,34,FALSE,2904,23,7,0,81,Goos Corie,FALSE,31-50,3015,TRUE,Corie,4,2865,2
2865_02,Mars,FALSE,D,88,P,TRAPPIST-1e,53,FALSE,520,0,442,0,0,Hammet Corie,TRUE,51+,962,TRUE,Corie,4,2865,2
2866_01,Europa,TRUE,C,110,S,TRAPPIST-1e,36,TRUE,0,0,0,0,0,Hadirk Wheededly,TRUE,31-50,0,FALSE,Wheededly,2,2866,1
2867_01,Mars,FALSE,D,89,P,TRAPPIST-1e,41,FALSE,71,0,1617,31,0,Smats Bane,FALSE,31-50,1719,TRUE,Bane,6,2867,2
2867_02,Mars,FALSE,E,176,P,TRAPPIST-1e,51,FALSE,819,4,92,38,0,Trisp Bane,FALSE,51+,953,TRUE,Bane,6,2867,2
2869_01,Earth,TRUE,G,467,P,PSO J318.5-22,61,FALSE,0,0,0,0,0,Anton Vantonson,TRUE,51+,0,FALSE,Vantonson,4,2869,1
2870_01,Earth,FALSE,G,454,S,TRAPPIST-1e,59,FALSE,0,0,1,920,1,Nancey Willynnedy,TRUE,51+,922,TRUE,Willynnedy,3,2870,1
2871_01,Europa,TRUE,B,88,P,TRAPPIST-1e,17,FALSE,0,0,0,0,0,Acruxon Unregul,TRUE,13-17,0,FALSE,Unregul,3,2871,2
2871_02,Europa,TRUE,B,88,P,TRAPPIST-1e,27,FALSE,0,0,0,0,0,Sarthim Unregul,TRUE,26-30,0,FALSE,Unregul,3,2871,2
2872_01,Earth,FALSE,G,455,S,PSO J318.5-22,57,FALSE,0,1431,0,30,337,Jonard Leblanchez,TRUE,51+,1798,TRUE,Leblanchez,4,2872,1
2873_01,Mars,FALSE,E,194,S,55 Cancri e,39,FALSE,2127,0,23,0,0,Alls Birte,FALSE,31-50,2150,TRUE,Birte,3,2873,1
2875_01,Europa,TRUE,B,107,S,55 Cancri e,55,FALSE,0,0,0,0,0,Zinonon Frolestty,TRUE,51+,0,FALSE,Frolestty,4,2875,1
2876_01,Earth,FALSE,G,456,S,TRAPPIST-1e,42,FALSE,173,656,0,0,23,Andyn Brenney,FALSE,31-50,852,TRUE,Brenney,7,2876,1
2877_01,Earth,FALSE,F,592,P,TRAPPIST-1e,36,FALSE,418,40,7,338,0,Berly Vinozarks,FALSE,31-50,803,TRUE,Vinozarks,9,2877,1
2878_01,Mars,FALSE,F,593,P,TRAPPIST-1e,42,FALSE,44,0,3648,0,9,Grey Ancy,TRUE,31-50,3701,TRUE,Ancy,5,2878,1
2880_01,Earth,TRUE,G,468,P,PSO J318.5-22,32,FALSE,0,0,0,0,0,Lynnee Wooterston,FALSE,31-50,0,FALSE,Wooterston,4,2880,1
2881_01,Earth,FALSE,G,457,S,55 Cancri e,6,FALSE,0,0,0,0,0,Walley Brightez,FALSE,0-12,0,FALSE,Brightez,8,2881,1
2882_01,Earth,TRUE,G,458,S,TRAPPIST-1e,15,FALSE,0,0,0,0,0,Clarry Dillips,FALSE,13-17,0,FALSE,Dillips,6,2882,1
2883_01,Earth,FALSE,F,595,P,TRAPPIST-1e,28,FALSE,0,93,1282,0,0,Brene Hanner,TRUE,26-30,1375,TRUE,Hanner,12,2883,1
2884_01,Mars,FALSE,D,90,P,TRAPPIST-1e,37,FALSE,912,0,0,0,0,Coats Erle,FALSE,31-50,912,TRUE,Erle,6,2884,1
2887_01,Earth,FALSE,G,459,S,TRAPPIST-1e,44,FALSE,0,0,744,62,3,Gabrie Reenez,FALSE,31-50,809,TRUE,Reenez,7,2887,1
2888_01,Mars,FALSE,F,597,P,TRAPPIST-1e,71,TRUE,901,0,1698,0,0,Kad Gele,FALSE,51+,2599,TRUE,Gele,4,2888,1
2890_01,Europa,FALSE,B,89,P,TRAPPIST-1e,44,FALSE,0,351,0,3,3447,Jabbab Cattyried,FALSE,31-50,3801,TRUE,Cattyried,6,2890,2
2890_02,Europa,TRUE,B,89,P,TRAPPIST-1e,36,FALSE,0,0,0,0,0,Suhain Cattyried,TRUE,31-50,0,FALSE,Cattyried,6,2890,2
2891_01,Earth,FALSE,G,460,S,TRAPPIST-1e,18,FALSE,4,904,0,0,1,Gleney Ortinericey,FALSE,18-25,909,TRUE,Ortinericey,1,2891,1
2892_01,Earth,FALSE,G,469,P,PSO J318.5-22,3,FALSE,0,0,0,0,0,Glena Coolerson,TRUE,0-12,0,FALSE,Coolerson,11,2892,5
2892_02,Earth,TRUE,G,469,P,55 Cancri e,12,FALSE,0,0,0,0,0,Benry Gallenry,FALSE,0-12,0,FALSE,Gallenry,7,2892,5
2892_03,Earth,TRUE,G,469,P,55 Cancri e,0,FALSE,0,0,0,0,0,Sharie Gallenry,TRUE,0-12,0,FALSE,Gallenry,7,2892,5
2892_04,Earth,FALSE,F,598,P,TRAPPIST-1e,29,FALSE,0,1311,0,0,0,Kendre Coolerson,FALSE,26-30,1311,TRUE,Coolerson,11,2892,5
2892_05,Earth,FALSE,G,469,P,TRAPPIST-1e,9,FALSE,0,0,0,0,0,Wilmay Coolerson,FALSE,0-12,0,FALSE,Coolerson,11,2892,5
2893_01,Earth,FALSE,G,470,P,55 Cancri e,27,FALSE,688,307,779,0,19,Verek Beasleyes,FALSE,26-30,1793,TRUE,Beasleyes,4,2893,1
2894_01,Earth,FALSE,F,599,P,PSO J318.5-22,24,FALSE,0,0,443,244,1,Idace Hersons,FALSE,18-25,688,TRUE,Hersons,6,2894,1
2897_01,Earth,FALSE,G,461,S,TRAPPIST-1e,38,FALSE,1,0,288,0,556,Guye Meadoney,TRUE,31-50,845,TRUE,Meadoney,3,2897,1
2899_01,Mars,FALSE,F,600,P,TRAPPIST-1e,28,FALSE,523,0,0,970,0,Monch Buth,FALSE,26-30,1493,TRUE,Buth,3,2899,1
2900_01,Mars,TRUE,G,734,S,TRAPPIST-1e,26,FALSE,0,0,0,0,0,Corse Snoff,TRUE,26-30,0,FALSE,Snoff,6,2900,1
2901_01,Earth,FALSE,F,601,P,TRAPPIST-1e,16,FALSE,0,20,0,300,681,Jeanna Vandez,FALSE,13-17,1001,TRUE,Vandez,4,2901,2
2901_02,Earth,FALSE,F,601,P,PSO J318.5-22,24,FALSE,0,2,25,0,707,Loisey Vandez,TRUE,18-25,734,TRUE,Vandez,4,2901,2
2902_01,Earth,FALSE,G,471,P,TRAPPIST-1e,33,FALSE,123,760,0,0,0,Lyney Merkins,FALSE,31-50,883,TRUE,Merkins,7,2902,1
2905_01,Earth,FALSE,G,462,S,55 Cancri e,24,FALSE,489,0,0,0,0,Lloyde Parsoney,FALSE,18-25,489,TRUE,Parsoney,5,2905,1
2906_01,Earth,FALSE,G,463,S,TRAPPIST-1e,29,FALSE,1,0,133,104,574,Margia Gainebergan,FALSE,26-30,812,TRUE,Gainebergan,10,2906,1
2907_01,Earth,FALSE,F,552,S,TRAPPIST-1e,25,FALSE,0,9,2005,0,5,Paulah Weavesend,TRUE,18-25,2019,TRUE,Weavesend,8,2907,1
2908_01,Earth,FALSE,G,464,S,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Nica Berreranks,FALSE,0-12,0,FALSE,Berreranks,5,2908,2
2908_02,Earth,FALSE,F,553,S,TRAPPIST-1e,13,FALSE,649,2,0,124,143,Benda Berreranks,FALSE,13-17,918,TRUE,Berreranks,5,2908,2
2909_01,Earth,TRUE,G,473,P,55 Cancri e,7,FALSE,0,0,0,0,0,Eddiey Polloantes,FALSE,0-12,0,FALSE,Polloantes,2,2909,1
2910_01,Earth,FALSE,F,602,P,PSO J318.5-22,32,FALSE,0,0,736,0,0,Celis Bucknersony,FALSE,31-50,736,TRUE,Bucknersony,5,2910,1
2912_01,Mars,TRUE,E,178,P,TRAPPIST-1e,34,FALSE,0,0,0,0,0,Beeres Kine,FALSE,31-50,0,FALSE,Kine,2,2912,1
2913_01,Mars,FALSE,F,603,P,TRAPPIST-1e,49,FALSE,21,25,1509,0,1042,Pefox Sau,FALSE,31-50,2597,TRUE,Sau,4,2913,1
2919_01,Mars,FALSE,D,96,S,TRAPPIST-1e,43,FALSE,13,2119,315,0,261,Slix Kra,TRUE,31-50,2708,TRUE,Kra,6,2919,3
2919_02,Mars,FALSE,F,555,S,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Soyos Kra,TRUE,0-12,0,FALSE,Kra,6,2919,3
2919_03,Mars,TRUE,F,555,S,TRAPPIST-1e,6,FALSE,0,0,0,0,0,Stmeal Kra,TRUE,0-12,0,FALSE,Kra,6,2919,3
2920_01,Earth,FALSE,F,606,P,TRAPPIST-1e,23,FALSE,0,179,569,0,0,Joelan Schwardson,TRUE,18-25,748,TRUE,Schwardson,7,2920,1
2925_01,Mars,FALSE,F,609,P,TRAPPIST-1e,43,FALSE,336,11,796,15,0,Cines Minen,TRUE,31-50,1158,TRUE,Minen,10,2925,2
2925_02,Mars,TRUE,F,609,P,55 Cancri e,23,FALSE,0,0,0,0,0,Goleer Minen,TRUE,18-25,0,FALSE,Minen,10,2925,2
2926_01,Mars,FALSE,G,734,S,TRAPPIST-1e,43,FALSE,828,25,545,107,0,Kad Homin,FALSE,31-50,1505,TRUE,Homin,6,2926,1
2927_01,Mars,TRUE,F,611,P,55 Cancri e,41,FALSE,0,0,0,0,0,Caw Panad,TRUE,31-50,0,FALSE,Panad,3,2927,1
2928_01,Europa,FALSE,B,92,P,55 Cancri e,54,TRUE,0,2062,2,19,1618,Menkibi Mander,FALSE,51+,3701,TRUE,Mander,4,2928,3
2928_02,Europa,TRUE,B,92,P,TRAPPIST-1e,51,FALSE,0,0,0,0,0,Photope Caltilter,TRUE,51+,0,FALSE,Caltilter,1,2928,3
2928_03,Europa,TRUE,B,92,P,TRAPPIST-1e,44,FALSE,0,0,0,0,0,Gluinol Mander,TRUE,31-50,0,FALSE,Mander,4,2928,3
2929_01,Earth,TRUE,G,467,S,PSO J318.5-22,48,FALSE,0,0,0,0,0,Alancy Mcbritts,TRUE,31-50,0,FALSE,Mcbritts,3,2929,1
2930_01,Earth,FALSE,G,474,P,TRAPPIST-1e,45,FALSE,0,9,0,857,16,Cary Mejiaddox,FALSE,31-50,882,TRUE,Mejiaddox,6,2930,1
2934_01,Earth,FALSE,F,557,S,PSO J318.5-22,20,FALSE,0,689,0,0,0,Adriet Moodman,FALSE,18-25,689,TRUE,Moodman,13,2934,1
2935_01,Europa,FALSE,T,2,P,TRAPPIST-1e,33,FALSE,0,28,0,6841,543,Alraium Disivering,FALSE,31-50,7412,TRUE,Disivering,207,2935,1
2936_01,Earth,FALSE,G,468,S,TRAPPIST-1e,21,FALSE,15,30,11,2,388,Jimmyn Berreranks,FALSE,18-25,446,TRUE,Berreranks,5,2936,1
2938_01,Europa,TRUE,C,100,P,TRAPPIST-1e,68,FALSE,0,0,0,0,0,Taban Aroodint,TRUE,51+,0,FALSE,Aroodint,5,2938,1
2940_01,Earth,FALSE,F,615,P,PSO J318.5-22,23,FALSE,5,308,363,7,0,Melica Casonston,TRUE,18-25,683,TRUE,Casonston,18,2940,1
2941_01,Earth,FALSE,G,477,P,TRAPPIST-1e,16,FALSE,24,0,13,717,0,Coreee Beasleyes,FALSE,13-17,754,TRUE,Beasleyes,4,2941,1
2942_01,Earth,FALSE,F,558,S,TRAPPIST-1e,35,FALSE,198,44,97,30,510,Tany Watkinsley,FALSE,31-50,879,TRUE,Watkinsley,5,2942,1
2943_01,Earth,TRUE,G,478,P,TRAPPIST-1e,22,FALSE,0,0,0,0,0,Allene Belley,FALSE,18-25,0,FALSE,Belley,11,2943,1
2944_01,Earth,FALSE,F,559,S,TRAPPIST-1e,51,FALSE,214,3,16,569,0,Min Nichoan,FALSE,51+,802,TRUE,Nichoan,8,2944,4
2944_02,Earth,FALSE,G,469,S,PSO J318.5-22,2,FALSE,0,0,0,0,0,Ernard Nichoan,FALSE,0-12,0,FALSE,Nichoan,8,2944,4
2944_03,Earth,TRUE,G,469,S,55 Cancri e,29,FALSE,0,0,0,0,0,Sta Nichoan,FALSE,26-30,0,FALSE,Nichoan,8,2944,4
2944_04,Earth,FALSE,G,469,S,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Terta Nichoan,TRUE,0-12,0,FALSE,Nichoan,8,2944,4
2945_01,Earth,TRUE,G,479,P,55 Cancri e,39,FALSE,0,0,0,0,0,Jeanie Moodsey,TRUE,31-50,0,FALSE,Moodsey,10,2945,1
2948_01,Europa,FALSE,C,112,S,TRAPPIST-1e,55,FALSE,0,1971,77,577,1050,Tabiton Prearright,TRUE,51+,3675,TRUE,Prearright,5,2948,1
2949_01,Earth,TRUE,G,482,P,TRAPPIST-1e,22,FALSE,0,0,0,0,0,Florey Boltertley,FALSE,18-25,0,FALSE,Boltertley,2,2949,1
2950_01,Earth,FALSE,F,617,P,TRAPPIST-1e,20,FALSE,310,0,374,0,5,Lawren Fielsenders,FALSE,18-25,689,TRUE,Fielsenders,5,2950,1
2953_01,Earth,FALSE,E,179,P,55 Cancri e,25,FALSE,0,641,0,2,0,Eilan Solivers,TRUE,18-25,643,TRUE,Solivers,3,2953,1
2954_01,Earth,FALSE,F,619,P,55 Cancri e,18,FALSE,235,0,101,0,316,Karlie Gordanieves,TRUE,18-25,652,TRUE,Gordanieves,7,2954,1
2956_01,Earth,FALSE,G,470,S,PSO J318.5-22,28,FALSE,3,141,0,0,1689,Tonnie Houseson,FALSE,26-30,1833,TRUE,Houseson,3,2956,1
2958_01,Earth,FALSE,F,561,S,TRAPPIST-1e,26,FALSE,1822,0,4,107,1204,Min Parrett,FALSE,26-30,3137,TRUE,Parrett,3,2958,1
2959_01,Earth,FALSE,F,620,P,PSO J318.5-22,28,FALSE,1,0,933,614,0,Alraium Disivering,FALSE,26-30,1548,TRUE,Disivering,207,2959,1
2960_01,Earth,FALSE,F,562,S,TRAPPIST-1e,54,FALSE,0,0,0,0,0,Gracia Carterson,FALSE,51+,0,FALSE,Carterson,5,2960,1
2961_01,Earth,FALSE,F,621,P,TRAPPIST-1e,56,FALSE,0,54,0,724,0,Evaned Kellynn,FALSE,51+,778,TRUE,Kellynn,4,2961,1
2962_01,Mars,FALSE,E,180,P,TRAPPIST-1e,25,FALSE,1228,0,132,0,0,Cints Backe,FALSE,18-25,1360,TRUE,Backe,3,2962,1
2964_01,Europa,FALSE,A,35,S,TRAPPIST-1e,26,FALSE,2050,8525,0,270,636,Izarfik Holiabler,FALSE,26-30,11481,TRUE,Holiabler,3,2964,1
2965_01,Earth,FALSE,F,622,P,TRAPPIST-1e,14,FALSE,0,0,709,258,3,Amandy Munozanson,FALSE,13-17,970,TRUE,Munozanson,6,2965,1
2966_01,Earth,FALSE,E,181,P,TRAPPIST-1e,21,FALSE,2,417,323,0,84,Deaney Avisley,TRUE,18-25,826,TRUE,Avisley,2,2966,1
2968_01,Earth,TRUE,G,485,P,TRAPPIST-1e,43,FALSE,0,0,0,0,0,Evendy Sosalinson,TRUE,31-50,0,FALSE,Sosalinson,3,2968,1
2969_01,Earth,FALSE,G,486,P,TRAPPIST-1e,37,FALSE,221,0,32,38,516,Russey Miley,FALSE,31-50,807,TRUE,Miley,2,2969,1
2970_01,Earth,FALSE,G,734,S,TRAPPIST-1e,27,FALSE,740,82,6,0,1,Dwin Adkinson,FALSE,26-30,829,TRUE,Adkinson,3,2970,1
2971_01,Europa,FALSE,T,3,P,TRAPPIST-1e,38,FALSE,0,3135,0,26,3,Pent Sessiouse,TRUE,31-50,3164,TRUE,Sessiouse,1,2971,1
2972_01,Earth,FALSE,E,182,P,TRAPPIST-1e,14,FALSE,0,1,1441,0,190,Danna Yorkland,TRUE,13-17,1632,TRUE,Yorkland,11,2972,1
2975_01,Earth,FALSE,F,564,S,PSO J318.5-22,20,FALSE,0,0,585,0,10,Elanda Hermanapp,FALSE,18-25,595,TRUE,Hermanapp,5,2975,1
2979_01,Europa,FALSE,B,93,P,TRAPPIST-1e,33,FALSE,0,0,0,0,0,Sadirux Urablele,FALSE,31-50,0,FALSE,Urablele,2,2979,1
2982_01,Europa,TRUE,B,111,S,55 Cancri e,33,FALSE,0,0,0,0,0,Tarino Unrespery,TRUE,31-50,0,FALSE,Unrespery,1,2982,1
2983_01,Earth,FALSE,E,183,P,TRAPPIST-1e,13,FALSE,0,0,31,0,810,Mamina Monsoney,TRUE,13-17,841,TRUE,Monsoney,3,2983,1
2984_01,Europa,FALSE,D,97,S,TRAPPIST-1e,37,FALSE,0,210,0,4114,0,Teron Healted,FALSE,31-50,4324,TRUE,Healted,5,2984,1
2986_01,Mars,FALSE,E,197,S,TRAPPIST-1e,15,FALSE,5711,0,2516,0,1370,Swaffs Dutty,FALSE,13-17,9597,TRUE,Dutty,3,2986,1
2988_01,Europa,FALSE,A,36,S,55 Cancri e,33,FALSE,396,1280,7,308,4941,Winon Cousel,FALSE,31-50,6932,TRUE,Cousel,5,2988,1
2990_01,Earth,TRUE,G,472,S,PSO J318.5-22,24,FALSE,0,0,0,0,0,Gileen Vandez,TRUE,18-25,0,FALSE,Vandez,4,2990,1
2992_01,Earth,FALSE,F,570,S,PSO J318.5-22,49,FALSE,0,0,0,160,528,Dont Sterreray,FALSE,31-50,688,TRUE,Sterreray,6,2992,1
2993_01,Earth,FALSE,F,571,S,TRAPPIST-1e,24,FALSE,1252,6,0,123,706,Nelly Gordanieves,FALSE,18-25,2087,TRUE,Gordanieves,7,2993,1
2994_01,Earth,FALSE,E,198,S,TRAPPIST-1e,24,FALSE,173,0,14,0,603,Carly Scottuez,FALSE,18-25,790,TRUE,Scottuez,6,2994,1
2995_01,Europa,TRUE,B,94,P,55 Cancri e,26,FALSE,0,0,0,0,0,Minus Roforhauge,TRUE,26-30,0,FALSE,Roforhauge,3,2995,2
2995_02,Europa,TRUE,B,94,P,55 Cancri e,40,FALSE,0,0,0,0,0,Marinon Roforhauge,TRUE,31-50,0,FALSE,Roforhauge,3,2995,2
2996_01,Earth,FALSE,F,626,P,55 Cancri e,31,FALSE,0,611,2,4,22,Alraium Disivering,FALSE,31-50,639,TRUE,Disivering,207,2996,1
2998_01,Europa,FALSE,C,113,S,TRAPPIST-1e,47,FALSE,0,5252,0,124,300,Dirfak Mosteraked,TRUE,31-50,5676,TRUE,Mosteraked,11,2998,1
3000_01,Earth,FALSE,F,627,P,TRAPPIST-1e,19,FALSE,736,0,0,0,1,Therta Spencervan,FALSE,18-25,737,TRUE,Spencervan,6,3000,1
3001_01,Europa,FALSE,C,101,P,55 Cancri e,38,TRUE,0,1577,0,425,4359,Phecca Shming,FALSE,31-50,6361,TRUE,Shming,3,3001,2
3001_02,Europa,FALSE,C,101,P,55 Cancri e,33,FALSE,0,1001,2280,0,29,Dirfak Shming,TRUE,31-50,3310,TRUE,Shming,3,3001,2
3003_01,Europa,TRUE,C,114,S,TRAPPIST-1e,45,FALSE,0,0,0,0,0,Ankaan String,TRUE,31-50,0,FALSE,String,3,3003,1
3004_01,Earth,TRUE,G,473,S,TRAPPIST-1e,1,FALSE,0,0,0,0,0,Card Clinantones,TRUE,0-12,0,FALSE,Clinantones,3,3004,2
3004_02,Earth,FALSE,F,572,S,TRAPPIST-1e,32,FALSE,0,53,0,744,0,Tin Clinantones,FALSE,31-50,797,TRUE,Clinantones,3,3004,2
3005_01,Mars,TRUE,F,573,S,TRAPPIST-1e,70,FALSE,0,0,0,0,0,Stmeal Fisun,TRUE,51+,0,FALSE,Fisun,2,3005,1
3006_01,Earth,FALSE,G,474,S,PSO J318.5-22,19,FALSE,23,0,0,0,732,Race Wolferguson,FALSE,18-25,755,TRUE,Wolferguson,8,3006,1
3009_01,Mars,TRUE,E,185,P,PSO J318.5-22,55,FALSE,0,0,0,0,0,Blakes Chcak,TRUE,51+,0,FALSE,Chcak,3,3009,1
3010_01,Europa,FALSE,B,96,P,TRAPPIST-1e,48,FALSE,0,8403,0,7627,83,Kraban Praugnox,FALSE,31-50,16113,TRUE,Praugnox,5,3010,1
3012_01,Earth,FALSE,G,475,S,TRAPPIST-1e,66,FALSE,1187,1,0,6,0,Thony Bradlerson,FALSE,51+,1194,TRUE,Bradlerson,8,3012,1
3013_01,Earth,FALSE,F,629,P,TRAPPIST-1e,13,FALSE,0,256,0,207,409,Morrie Moongton,FALSE,13-17,872,TRUE,Moongton,5,3013,1
3014_01,Europa,FALSE,C,115,S,55 Cancri e,40,FALSE,82,1390,0,347,6237,Alduson Oilpuring,FALSE,31-50,8056,TRUE,Oilpuring,2,3014,1
3015_01,Earth,FALSE,E,199,S,TRAPPIST-1e,35,FALSE,0,1438,0,112,74,Dord Pottley,TRUE,31-50,1624,TRUE,Pottley,2,3015,1
3018_01,Earth,FALSE,F,630,P,TRAPPIST-1e,32,FALSE,0,49,2,639,0,Vanley Harry,FALSE,31-50,690,TRUE,Harry,5,3018,1
3019_01,Mars,FALSE,E,187,P,TRAPPIST-1e,51,FALSE,1644,0,234,157,64,Yakers Peake,FALSE,51+,2099,TRUE,Peake,3,3019,1
3020_01,Europa,FALSE,B,112,S,TRAPPIST-1e,37,FALSE,0,216,0,5391,3372,Tard Monfulewss,FALSE,31-50,8979,TRUE,Monfulewss,1,3020,1
3021_01,Earth,FALSE,G,476,S,TRAPPIST-1e,31,FALSE,517,1,301,60,4,Deanny Spencervan,FALSE,31-50,883,TRUE,Spencervan,6,3021,2
3021_02,Earth,FALSE,F,574,S,TRAPPIST-1e,37,FALSE,608,0,6,0,1637,Billey Spencervan,FALSE,31-50,2251,TRUE,Spencervan,6,3021,2
